#############################################
# term	total document / document frequency #
#############################################
along	1990.0
already	1628.18181818
also	577.741935484
Alster	2985.0
AltaVista	5970.0
Although	2558.57142857
although	3582.0
always	746.25
Am	1990.0
AM2	4477.5
am	542.727272727
AMD	235.657894737
Amelio	5970.0
America	1279.28571429
American	716.4
Americans	1990.0
among	1377.69230769
amount	1791.0
amp	130.729927007
AN	1791.0
an	259.565217391
An	639.642857143
Analytics	4477.5
Anand	5970.0
ancient	2985.0
and	117.058823529
And	1194.0
angry	3582.0
animals	1791.0
Anita：	4477.5
annual	1791.0
Another	2985.0
another	814.090909091
answer	1791.0
any	511.714285714
anything	2558.57142857
Anywhere	5970.0
AOL	1053.52941176
API	4477.5
appear	3582.0
appears	2558.57142857
Apple	2985.0
APPLE	5970.0
Appliance	5970.0
application	3582.0
are	210.705882353
Are	3582.0
argue	2985.0
argument	1791.0
arguments	3582.0
Arial	5970.0
ARM11	5970.0
ARM9	4477.5
around	1194.0
ARPU	2238.75
Array	1791.0
arrive	1990.0
arrived	2558.57142857
as	242.027027027
As	778.695652174
ask	1492.5
asked	3582.0
Aspire	5970.0
Assist	5970.0
Assistant	2558.57142857
Assisted	3582.0
Associate	4477.5
assume	1791.0
At	1628.18181818
at	232.597402597
AT	895.5
Athlon	2558.57142857
ATI	2985.0
ATM	497.5
ATP	1279.28571429
attempt	2985.0
attention	1279.28571429
attitude	3582.0
Auf	4477.5
auml	2985.0
author	1791.0
authority	2985.0
Autodesk	5970.0
AV	3582.0
available	1791.0
average	1791.0
AVS	3582.0
away	1119.375
aw=screen.availWidth-10	358.2
aw-width	358.2
B110	5970.0
B12	4477.5
B-1	2558.57142857
B．	1791.0
B1	942.631578947
B2	597.0
B.	271.363636364
B-2	814.090909091
B-2A	3582.0
B2B	1279.28571429
B2C	1119.375
B	37.3125
B-52	1628.18181818
B：	542.727272727
B61-11	4477.5
B6	1119.375
B.A.	5970.0
BA	688.846153846
Babble	5970.0
Babel	5970.0
Bachelor	2558.57142857
back	814.090909091
bad	1628.18181818
BAE	746.25
Bahnhof	4477.5
Ballmer	4477.5
Bambi	5970.0
bank	1791.0
Bannick	2985.0
Barak	3582.0
Base	2985.0
based	1377.69230769
Bay	1628.18181818
bb	1377.69230769
BBDO	5970.0
bbn7	814.090909091
BBS	314.210526316
BDA	5970.0
BD-R	2558.57142857
BD-RE	2985.0
be	223.875
BEA	2238.75
bear	3582.0
Beaufret	5970.0
became	1791.0
because	511.714285714
become	942.631578947
becoming	2238.75
been	447.75
before.	3582.0
before	577.741935484
began	1990.0
begin	2238.75
behavior	1628.18181818
behind	1791.0
BEIJING.	942.631578947
being	895.5
belief	3582.0
believe	1053.52941176
believed	2985.0
Berlin	778.695652174
Besides	3582.0
Bessie	5970.0
best	852.857142857
Bet	1279.28571429
Bet24	1279.28571429
beta	3582.0
Beta	3582.0
Betamax	5970.0
betandgame.com	1279.28571429
betbull	1279.28571429
BetEuro	1279.28571429
Betfair	1194.0
Betfred	1279.28571429
BetOnBet	1279.28571429
Betsafe	1279.28571429
better.	3582.0
better	895.5
Betway	1279.28571429
between	852.857142857
beyond	1990.0
big	1279.28571429
bill	2558.57142857
billion	2985.0
Bin	2558.57142857
biological	3582.0
birth	3582.0
Block	1990.0
Blog	3582.0
blood	3582.0
body.	3582.0
BOLL	2985.0
book	1492.5
books	1492.5
BOS	5970.0
BOSS	2238.75
Both	3582.0
both	942.631578947
bought	2238.75
box	2238.75
boy	3582.0
Boyd	5970.0
bps	4477.5
BrandMaking	5970.0
Bravia	4477.5
break	1990.0
BREW	2985.0
bridge	3582.0
BRIGHT	942.631578947
Bristol	4477.5
Broadwater	5970.0
brought	3582.0
BT	1791.0
budget	2558.57142857
BUILDING1	1279.28571429
building	1791.0
BUILDING	3582.0
Bus	2985.0
Buschm	3582.0
business	1279.28571429
Business	995.0
BusinessWeekly	5970.0
busy	3582.0
but	365.510204082
But	577.741935484
buy	1279.28571429
buying	2238.75
By	1492.5
by	293.606557377
c000	3582.0
C-130	895.5
C-130E	4477.5
C-17	1492.5
C++	1990.0
C．	1990.0
C.	298.5
C2C	895.5
C	38.3511777302
C4ISR	1791.0
C-5	2238.75
C：	542.727272727
call	1194.0
Call	1628.18181818
called	1279.28571429
call=hc.length	5970.0
came	2985.0
campus.chinahr.com	4477.5
Can	2985.0
can	337.924528302
Canalys	3582.0
candidate	1119.375
cannot	1119.375
capitalstock@vip.sina.com	4477.5
car	942.631578947
CAREER	3582.0
carefully	3582.0
Caris	4477.5
carry	1990.0
cars	2985.0
case	778.695652174
casual	2558.57142857
catch	1628.18181818
CATHERINE	4477.5
caught	2558.57142857
cause	1492.5
causes	2238.75
CBA	1492.5
CBB	4477.5
CBC	5970.0
CBS	3582.0
cc0033	5970.0
CCD	2985.0
CCTV-5	2985.0
CCTV-7	4477.5
CCW	2558.57142857
CDC	1492.5
CDM	3582.0
CDMA1X	5970.0
CDMA2000	1377.69230769
CDMA	245.342465753
Cell	2558.57142857
Cellular	3582.0
Cemex	4477.5
Centrebet	1279.28571429
Centrino	5970.0
century	1990.0
CEO	85.6937799043
certain	1194.0
certainly	3582.0
CFO	1628.18181818
CGEP.PA	5970.0
CH-47	4477.5
chance	1791.0
Chandrasekher	3582.0
change	1194.0
changes	1492.5
Changhong	4477.5
Channel	2558.57142857
characteristic	3582.0
charge	2985.0
Charles	1791.0
cheaper	3582.0
checked==1	2238.75
child	2238.75
children	995.0
CHINA	688.846153846
Chinabyte	1628.18181818
ChinaHR	3582.0
chn	5970.0
choice	2558.57142857
choices	3582.0
choose	1791.0
Christian	5970.0
cid=748	852.857142857
Cingular	4477.5
CIO	1791.0
city	1990.0
city.	3582.0
City	716.4
cken	2985.0
class	1628.18181818
clear	1377.69230769
clerical	4477.5
Clerk	4477.5
Clever	2558.57142857
client	3582.0
clock	2558.57142857
close	2238.75
CMF	4477.5
CMOS	5970.0
CN	1628.18181818
+CN	5970.0
CNET	255.857142857
CNNIC	1194.0
college	1279.28571429
COLLEGE	2558.57142857
color	2985.0
COLOR:	5970.0
Com	5970.0
come	1053.52941176
comes	2238.75
Comfort	2985.0
comfortable	3582.0
coming	2238.75
commission	3582.0
common	2238.75
companies	3582.0
company	1119.375
company.	3582.0
compared	2985.0
competence	5970.0
competition	2985.0
completely	2238.75
complex	1628.18181818
Comprehension	2985.0
computer	1194.0
comScore	2985.0
ComScore	4477.5
concerned	2985.0
conclude	2558.57142857
conclusion	2985.0
condition	2558.57142857
Conducted	5970.0
Connie	1990.0
Con-nie	5970.0
Conroe	995.0
consequently	2985.0
consider	995.0
considered	3582.0
consistent	2985.0
Consistently	5970.0
constant	3582.0
constitute	3582.0
Consumer	2985.0
consumers	3582.0
consumption	3582.0
contact	1990.0
contract	1791.0
contrary	2985.0
contrast	1492.5
control	1377.69230769
controlled	3582.0
conversation	1990.0
conversely	3582.0
COO	942.631578947
Cool	1990.0
Coordinated	3582.0
coordinated	5970.0
copy	3582.0
Core	942.631578947
corporate	2238.75
CORPORATION	5970.0
corresponding	2558.57142857
cost	1194.0
costs	1990.0
could	688.846153846
countries	1628.18181818
country.	2558.57142857
country	814.090909091
course	995.0
cover	2238.75
CP	1492.5
CPA	852.857142857
CPI	2558.57142857
CPM	5970.0
CPU	746.25
Creative	5970.0
credit	1990.0
critical	1377.69230769
CRM	2238.75
CRS	4477.5
CRT	1053.52941176
CSCO	3582.0
CSK	1990.0
CSR	5970.0
CT	389.347826087
CTO	1990.0
CTP1	2985.0
CUBA	2558.57142857
current	1377.69230769
currently	2985.0
customer	1377.69230769
Cyberjaya	5970.0
D．	1990.0
D.	293.606557377
D	31.147826087
d	381.063829787
D：	559.6875
damage	2985.0
danger	3582.0
dark	1628.18181818
DARPA	3582.0
data	1119.375
daughter	3582.0
Dave	5970.0
Davidson	4477.5
day.	1628.18181818
day	852.857142857
days	1377.69230769
DB2	3582.0
DC	1791.0
DD	54.4376899696
DDR2	2558.57142857
deadlines.	4477.5
deal	2985.0
dealing	4477.5
Dear	2238.75
death	2558.57142857
debt	2985.0
decide	3582.0
definition	3582.0
DELL	1628.18181818
Dell	1791.0
dem	4477.5
demand	1990.0
den	3582.0
department	1492.5
dependent	3582.0
der	778.695652174
descriptions	4477.5
despite	2558.57142857
Develop	4477.5
Developed	3582.0
DGA	3582.0
DHL	1377.69230769
Did	2558.57142857
did	688.846153846
didn	1492.5
die	3582.0
difference	2238.75
different	1377.69230769
difficult	995.0
difficulties	3582.0
Dimension	5970.0
dinner	3582.0
Directions:	1990.0
directly	2985.0
discussion	2558.57142857
DisplaySearch	2558.57142857
dispute	2985.0
diversity	3582.0
DIY	852.857142857
dll	5970.0
DMB	1377.69230769
DMB-T	5970.0
Do	1053.52941176
do.	1791.0
do	381.063829787
DoCoMo	4477.5
doctor	1791.0
doctor.	3582.0
document.body.clientWidth-106	2985.0
document.write	1119.375
does	1119.375
doesn	1377.69230769
doing	852.857142857
dollars	2238.75
Dom	4477.5
domestic	3582.0
Don	1279.28571429
don	577.741935484
done	1053.52941176
Dortmund	1791.0
DOS	1492.5
doubt	1990.0
down	895.5
DRAM	2558.57142857
dress	2985.0
drive	2238.75
drop	3582.0
drug	3582.0
DSL	4477.5
due	1990.0
Duo	1279.28571429
during	1628.18181818
duty	2985.0
DV	1119.375
DVB-H	1791.0
DVB-T	4477.5
DVD	188.526315789
E1505	5970.0
E-2	2985.0
E-2C	1990.0
E3	1119.375
E61	5970.0
E-767	3582.0
E	88.6633663366
EA-6B	2985.0
each	663.333333333
EADS	1628.18181818
eager	1990.0
earn	2238.75
earth	3582.0
easy	1492.5
eat	1791.0
eating	2985.0
ebay	1628.18181818
EBay	2985.0
eBay	358.2
Ebay	4477.5
ECHO	5970.0
economic	1279.28571429
economy	2985.0
ECT	2558.57142857
EDGE	2985.0
Edition	2238.75
EDUCATION	1279.28571429
Education	3582.0
Eduwise	2985.0
EE	3582.0
effect	2238.75
effects	1990.0
efficient	2985.0
effort	2985.0
efforts	1791.0
eight	2985.0
either	1990.0
EIY	4477.5
Electronic	5970.0
else	325.636363636
E-MAIL	2558.57142857
EMAIL	4477.5
E-mail	597.0
E-Mail:	639.642857143
Email	716.4
EMC	995.0
emphasized	3582.0
employees	5970.0
employment	1990.0
enable	3582.0
end	1492.5
energy	2238.75
eNet	81.7808219178
eng	5970.0
Engenio	5970.0
English.	2985.0
English	688.846153846
enough	1628.18181818
ensure	2985.0
enter	3582.0
Entertainment	4477.5
entire	3582.0
EP-3	4477.5
EPS0.326	4477.5
EPS0.40	1119.375
EPS	389.347826087
EQ	1492.5
Equity	5970.0
ER	2985.0
E-reader	5970.0
Ernst	2985.0
ERP	716.4
especially	2985.0
ESPN	852.857142857
Essar	5970.0
essay	2558.57142857
Essen	4477.5
estimate	2558.57142857
ET	1628.18181818
ETS	995.0
Eurobet	1628.18181818
EV-DO	2558.57142857
Even	2238.75
even	895.5
evening	1990.0
event	2558.57142857
eventually	3582.0
Every	2985.0
every	746.25
everyone	2238.75
Everyone	2558.57142857
everything	1791.0
evidence	2238.75
eweek.com	5970.0
exam	2985.0
example	852.857142857
EXCEL	3582.0
Excel97	5970.0
except	3582.0
exception	3582.0
excess	3582.0
exchange	2985.0
exe	5970.0
Executive	2558.57142857
exhausted	2558.57142857
expect	2985.0
expected	2558.57142857
Expekt	1279.28571429
expensive.	3582.0
EXPERIENCE	1279.28571429
experiment	2558.57142857
explain	2558.57142857
explanation	2558.57142857
ExpoComm	4477.5
expression	2985.0
extent	3582.0
Extreme	2985.0
F	105.976331361
F-111	3582.0
F-117	1119.375
F135	2985.0
F136	2985.0
F-14	1377.69230769
F-15	542.727272727
F-15C	2238.75
F-15E	2985.0
F-15J	4477.5
F-15K	4477.5
F16	1492.5
F-16	275.538461538
F-16C	2558.57142857
F-16D	4477.5
F-16I	4477.5
F-17	4477.5
F-18	2985.0
F-22	526.764705882
F-2	2985.0
F-22A	1053.52941176
F-35	497.5
F-4	2238.75
F-5	2558.57142857
F-5E	2238.75
F-8	4477.5
face	1377.69230769
fact	942.631578947
factor	3582.0
failure	2558.57142857
Fajr-3	4477.5
fall	2985.0
FAMAS	4477.5
family	1377.69230769
famous	2985.0
far	1628.18181818
fast	1194.0
fat	3582.0
Fax:	559.6875
FC-1	1194.0
FCS	3582.0
FDA	814.090909091
fear	3582.0
feasible	2985.0
feature	2558.57142857
features	3582.0
feel	1377.69230769
FELIN	4477.5
fell	3582.0
felt	2238.75
few	1194.0
ff0000	5970.0
ffnungszeiten:	2985.0
figure	2985.0
figures	3582.0
FII	4477.5
fill	3582.0
final	3582.0
finally	2985.0
financial	1377.69230769
Fi-nancialKnowledge	5970.0
find	597.0
finding	1791.0
finish	2238.75
Firefox	2985.0
First	1279.28571429
first	497.5
five	1492.5
flag=1	2238.75
FlexMAX	5970.0
Flickr	2985.0
flight	2985.0
floaters	2985.0
flowers	3582.0
Flughafen	2985.0
FMC	1377.69230769
follow	1628.18181818
followed	3582.0
following	1279.28571429
FOMA	5970.0
FOMC	4477.5
FONT-FAMILY:	5970.0
FONT-WEIGHT:	5970.0
food	1492.5
food.	3582.0
for	138.837209302
For	852.857142857
foreign	1990.0
form	542.727272727
form.answer.value=	1628.18181818
format	5970.0
form.c10	2558.57142857
form.c11	4477.5
form.c1	2238.75
form.c12	4477.5
form.c2	2238.75
form.c3	2238.75
form.c4	2238.75
form.c5	2238.75
form.c6	2238.75
form.c7	2238.75
form.c8	2558.57142857
form.c9	2558.57142857
formdiv2	2985.0
former	2558.57142857
formlist=	2985.0
formlist	2985.0
formlist=formlist+	2985.0
forms	1628.18181818
Formule	4477.5
Forrester	2238.75
found	1377.69230769
four	1492.5
Frankfurt	3582.0
free	1628.18181818
frequently	3582.0
friend	1791.0
friends	2238.75
From	1377.69230769
from	288.870967742
full	1791.0
function	259.565217391
Furnished	5970.0
further	1628.18181818
Furthermore	2985.0
future	1628.18181818
G+12	3582.0
G+24	4477.5
G	36.2550607287
G+36	3582.0
G7	2985.0
GAAP	3582.0
gain	3582.0
gamebookers	1279.28571429
GAMES	2238.75
Games	2558.57142857
gaokao.chsi.com.cn	3582.0
gaps	5970.0
Garten	3582.0
Garter	2238.75
Gartner	814.090909091
gas	2558.57142857
Gateway	2238.75
GCDF	2985.0
GE	688.846153846
Gelsenkirchen	2985.0
general	1119.375
generally	3582.0
Gesher	5970.0
get	526.764705882
getting	1990.0
getty	2238.75
gettyimages	1492.5
Giles	5970.0
Giroux	5970.0
GIS	3582.0
give	852.857142857
given	1053.52941176
gives	2558.57142857
giving	2558.57142857
Gmail	4477.5
GMP	511.714285714
GMV	5970.0
go	577.741935484
goes	2558.57142857
Goggle	4477.5
going	814.090909091
gold	3582.0
Goldman	3582.0
good	526.764705882
goods	1791.0
Google	127.928571429
got	1377.69230769
government	942.631578947
GPRS	1119.375
GPS	293.606557377
graduate	2558.57142857
granted	3582.0
GRE	617.586206897
great	895.5
greater	2985.0
greatly	2985.0
Grid	5970.0
Group	639.642857143
grow	3582.0
growing	1791.0
GSM	365.510204082
GST	1492.5
gt	35.8917835671
guarantee	3582.0
Guide	5970.0
Guys	5970.0
H	154.396551724
h1=new	2558.57142857
H5N1	4477.5
had	617.586206897
half	2238.75
Halo	5970.0
Hamburg	2238.75
Hamburger	2238.75
hand	1492.5
Hannover	3582.0
happened	2558.57142857
happened.	3582.0
hard	778.695652174
hardly	1990.0
has	365.510204082
Hau	4477.5
Hauptbahnhof	1791.0
Haus	2985.0
have	255.857142857
having	1791.0
hc	5970.0
hc=new	5970.0
HD	1377.69230769
HD-DVD	2558.57142857
HDMI	2558.57142857
HDS	5970.0
he	416.511627907
He	526.764705882
hear	1628.18181818
heard	2558.57142857
heart	1990.0
heavy	2985.0
Hector	5970.0
Heidelberg	2558.57142857
height	344.423076923
+height+	358.2
height=	358.2
held	1791.0
help	716.4
helps	2985.0
Helvetica	5970.0
hence	3582.0
her.	2558.57142857
Her	3582.0
her	597.0
here	1119.375
here.	3582.0
high	814.090909091
higher	2238.75
Hilton	1279.28571429
him.	2985.0
him	778.695652174
himself	2985.0
Hinduja	5970.0
Hired	5970.0
His	1990.0
his	447.75
HIV	1119.375
hle	3582.0
Hof	2558.57142857
hold	1492.5
holiday	2985.0
home.	1990.0
home	942.631578947
honor	3582.0
Horst	4477.5
hospital	2985.0
hostile	3582.0
hot	3582.0
hotel	1791.0
Hotel	426.428571429
Hotels	4477.5
Hotmail	3582.0
hours	2238.75
house	1628.18181818
house.	1990.0
how	663.333333333
How	663.333333333
However	1377.69230769
however	1628.18181818
HP	688.846153846
HR	192.580645161
HRManager	5970.0
HRP1	4477.5
HSDPA	1053.52941176
http:	73.4016393443
human	1628.18181818
Human	1990.0
Hutchison	3582.0
HW	2985.0
HXP1	2238.75
HyperTransport	4477.5
i=0	1990.0
I	153.076923077
i-1	5970.0
i--	5970.0
i=8	4477.5
IAEA	3582.0
Ian	5970.0
Ibis	2558.57142857
IBM：	5970.0
IBM	93.7696335079
icp=441	814.090909091
ICT	5970.0
ICU	1377.69230769
ID=	2558.57142857
IDC	497.5
idea	1194.0
identical	2558.57142857
IDF	2238.75
IDG	1279.28571429
IdZ	3582.0
IE7	4477.5
IE	995.0
IEC	3582.0
IEEE	2238.75
IELTS	1990.0
if	194.673913043
If	778.695652174
IFF	4477.5
II	426.428571429
iLiad	5970.0
ill	1990.0
illegal	3582.0
IM	2558.57142857
imitate	3582.0
impact	3582.0
implies	2985.0
importance	3582.0
important	852.857142857
impossible	3582.0
improve	2558.57142857
IMS	1628.18181818
in	129.782608696
In	389.347826087
Inc.	1119.375
include	1791.0
incoming	4477.5
increase	895.5
increased	1492.5
increases	3582.0
increasingly	1628.18181818
indicate	3582.0
individuals	1990.0
indows	3582.0
industry	1791.0
infer	2985.0
inferred	3582.0
influence	2558.57142857
inform	2238.75
information.	3582.0
information	995.0
Information	995.0
Ingla	5970.0
Inn	2985.0
innerHeight=	358.2
innerWidth=	358.2
INS	3582.0
Inspiron	5970.0
instance	2558.57142857
In-Stat	2985.0
instead	1990.0
Instead	1990.0
institutions	3582.0
INTEL	2558.57142857
Intel	617.586206897
intellectual	2558.57142857
intention	2558.57142857
Inter	2238.75
Interactive	4477.5
Inter-Continental	4477.5
InterDigital	5970.0
interest	1377.69230769
interesting	2985.0
Intern	4477.5
Internet	577.741935484
interpersonal	3582.0
into	526.764705882
introduced	2985.0
inventory	3582.0
Investcom	2238.75
IP	238.8
IPO	259.565217391
iPod	511.714285714
IPTV	663.333333333
IPv6	5970.0
iResearch	3582.0
iRex	5970.0
i=roll	5970.0
iron	2985.0
is	175.588235294
isn	2238.75
ISO	1194.0
ISR	4477.5
issue	1053.52941176
issues	1492.5
iSuppli	2238.75
it	252.253521127
IT	36.4765784114
It	407.045454545
it.	995.0
items	3582.0
its	559.6875
iTunes	942.631578947
IVP	3582.0
IVR	1990.0
Jaffray	2985.0
Janet	5970.0
Java	1119.375
Jay	2238.75
JDAM	1194.0
Jean-Christophe	5970.0
Jean-Pascal	5970.0
Jeff	2558.57142857
JF-17	2238.75
jgh-dortmund@djh-wl.de	3582.0
JH	4477.5
job.	3582.0
job	814.090909091
Joe	1990.0
Jonathan	1990.0
JS	2985.0
JSF	895.5
JTB1	1492.5
JTC1	3582.0
JTLS	2985.0
JTP1	2985.0
Judy	4477.5
Jugendherberge	2985.0
Jupiter	5970.0
just	688.846153846
K	175.588235294
Kaiserslautern	2985.0
KC-130	2985.0
KC-135	1791.0
KDDI	2238.75
KDJ	778.695652174
KDX	4477.5
keep	746.25
keeping	3582.0
Kempinski	1628.18181818
Kenny	5970.0
KEVIN	5970.0
key	2238.75
kind	942.631578947
kinds	3582.0
Kinnevik	5970.0
Kirchenallee	4477.5
kitchen	3582.0
Kleinfeld	4477.5
km	2985.0
Knook	3582.0
know	895.5
knowledge	1053.52941176
known	1279.28571429
Koeln	3582.0
Kolping	2985.0
Kritzmacher	5970.0
Kurfuerstendamm	4477.5
L-15	1990.0
L15	942.631578947
L-3	2985.0
lack	2558.57142857
lady	4477.5
language	1990.0
large	942.631578947
largely	3582.0
larger	2238.75
last	852.857142857
late	3582.0
later	2985.0
Launchpad	5970.0
law	2558.57142857
layout	5970.0
LCD	1492.5
LCS	2985.0
lead	2985.0
learn	1279.28571429
learning	2238.75
least	1377.69230769
led	2985.0
Lee	2558.57142857
left	2238.75
left=	358.2
Leipzig	1990.0
length	1990.0
lenovo	2985.0
Lenovo	3582.0
lenta	1990.0
less	1194.0
let	1279.28571429
Let	2985.0
letter	2238.75
level	1628.18181818
LG	205.862068966
liaison	4477.5
Liddell	3582.0
life.	1377.69230769
life	995.0
light	1377.69230769
like	559.6875
likely	1053.52941176
Lily	1628.18181818
Lin	1279.28571429
Linda	1377.69230769
Linden	3582.0
line	1279.28571429
Line	3582.0
Linux	526.764705882
LISA	4477.5
listen	2558.57142857
Listening	3582.0
little	1053.52941176
live	1279.28571429
Live	471.315789474
lives	2985.0
living	1791.0
ll	852.857142857
LoadWin	358.2
local	1628.18181818
Local	5970.0
location	351.176470588
Logic	2985.0
Logo	5970.0
long	663.333333333
longer	1990.0
look	1377.69230769
looked	2985.0
looking	1791.0
looks	3582.0
lose	2985.0
lost	1279.28571429
lot	1053.52941176
lots	2558.57142857
love	2558.57142857
LSI	2558.57142857
lt	186.5625
Ltd.	2985.0
LU	5970.0
M1	1119.375
M	229.615384615
m	325.636363636
Ma	5970.0
Mac	1119.375
MAC	3582.0
MacBook	5970.0
MACD	942.631578947
machine	1492.5
made	688.846153846
Mahaney	5970.0
mail	2558.57142857
Mail	2985.0
main	1791.0
Main	2985.0
Maintained	4477.5
major	2238.75
majority	3582.0
make	497.5
makes	1377.69230769
making	1279.28571429
man.	2558.57142857
man	577.741935484
ManagementTrainee	4477.5
Manager	995.0
managerial	4477.5
mannstr.	4477.5
Mansion	1194.0
many	484.054054054
Many	995.0
Marienplatz	4477.5
Maritim	2558.57142857
mark	3582.0
Marketing	2558.57142857
Markets	5970.0
MarketWatch	2985.0
MARY	2558.57142857
Massive	2238.75
Massively	5970.0
Matt	3582.0
matter	1377.69230769
maximum	2985.0
May	597.0
may	716.4
MBA	146.803278689
McAfee	4477.5
MCI	4477.5
MCSE	5970.0
me.	1628.18181818
me	511.714285714
mean	1377.69230769
means	1492.5
measure	2985.0
measures	2558.57142857
media	3582.0
Media	895.5
MediaFLO	2985.0
MediaFlo	5970.0
medical	1628.18181818
Meeker	5970.0
meet	942.631578947
member	3582.0
men	1279.28571429
mentioned	3582.0
merchandising	4477.5
Mercury	1990.0
Merom	995.0
Messenger	5970.0
method	3582.0
Metrix	3582.0
Micro	3582.0
MICROSOFT	5970.0
MicrosoftInternetExplorer4	1377.69230769
might	1119.375
Mike	1377.69230769
Millicom	1628.18181818
million	1492.5
mind	1628.18181818
mine	3582.0
minimum	3582.0
minutes	2238.75
missing	2985.0
mission	3582.0
MLB	2985.0
MM	358.2
mmst:	814.090909091
Mo	3582.0
Mobile	746.25
model	3582.0
modern	1628.18181818
money	663.333333333
Monster	4477.5
monthly	2985.0
Moore	4477.5
more	331.666666667
moreover	2558.57142857
Morgan	1990.0
morning	1990.0
Moseley	2985.0
Most	2558.57142857
most	526.764705882
mother	1791.0
MOTO	5970.0
move	1791.0
Movil	5970.0
moving	2558.57142857
Mozilla	5970.0
MP3	194.673913043
MP4	942.631578947
MPEG	1377.69230769
MPEG-2	2558.57142857
MPEG4	5970.0
MSM	3582.0
MSN	210.705882353
MT	2558.57142857
MTC	2985.0
MTN	3582.0
much	597.0
Multi	5970.0
Multibet	1279.28571429
must	814.090909091
MVP	344.423076923
my	497.5
My	852.857142857
myBet.com	1279.28571429
MySpace	5970.0
MySpace.com	4477.5
M-ZONE	5970.0
n101	5970.0
n.	1492.5
N	157.105263158
N73	4477.5
N93	4477.5
name	303.559322034
NAND	942.631578947
NAPA	3582.0
Napster	4477.5
Narrow	5970.0
NAS	3582.0
natural	1492.5
nature	3582.0
NAVAIR	2985.0
NBA	114.807692308
nbapix	2558.57142857
NBC	2985.0
nbsp10	511.714285714
nbsp11	688.846153846
nbsp12	1119.375
nbsp13	1791.0
nbsp14	4477.5
nbsp1．	4477.5
nbsp15	4477.5
nbsp1.	617.586206897
nbsp16	4477.5
nbsp1	94.2631578947
nbsp2004	2985.0
nbsp2005	778.695652174
nbsp2006	100.617977528
nbsp2.	597.0
nbsp2	93.28125
nbsp3	110.555555556
nbsp3.	778.695652174
nbsp4	121.836734694
nbsp4.	995.0
nbsp5.	1053.52941176
nbsp5	157.105263158
nbsp6.	1279.28571429
nbsp6	221.111111111
nbsp7.	2238.75
nbsp7	255.857142857
nbsp8.	2985.0
nbsp8	319.821428571
nbsp9.	2985.0
nbsp9	436.829268293
nbspA	1628.18181818
nbspa	4477.5
nbspB	2238.75
nbspb	4477.5
nbspG	398.0
nchen	4477.5
near	2985.0
nearly	2558.57142857
NEC	1119.375
necessarily	2985.0
necessary	1492.5
need	895.5
needed	3582.0
needs	1990.0
negative	2238.75
Negroponte	4477.5
Nehalem	5970.0
neither	2558.57142857
Net	1990.0
NetIQ	5970.0
Networking	3582.0
Networks	2238.75
Neuer	4477.5
never	942.631578947
nevertheless	2985.0
